DATE,USER_ID,LAST_PICK_TIME,ISTOP_TIME,TIME_LOST_DUE_TO_EARLY_ISTOP
2024-12-10,HAYAMO,2024-12-10 21:47:03.516139,2024-12-10 22:01:00,0 days 00:13:56.483861
2024-12-10,FAKHAN,2024-12-10 21:47:30.191470,2024-12-10 22:04:21,0 days 00:16:50.808530
2024-12-10,HASSAR,2024-12-10 13:24:17.269856,2024-12-10 13:24:28,0 days 00:00:10.730144
2024-12-10,LOVELO,2024-12-10 13:24:41.440698,2024-12-10 13:24:44,0 days 00:00:02.559302
2024-12-10,JOEPRY,2024-12-10 13:10:35.729599,2024-12-10 13:25:36,0 days 00:15:00.270401
2024-12-10,MUZAMU,2024-12-10 13:06:40.124992,2024-12-10 13:25:36,0 days 00:18:55.875008
2024-12-10,ABBANA,2024-12-10 13:25:08.693264,2024-12-10 13:25:37,0 days 00:00:28.306736
2024-12-10,RAUDAR,2024-12-10 10:21:06.038693,2024-12-10 13:26:08,0 days 03:05:01.961307
2024-12-10,ASADKH,2024-12-10 02:10:36.488937,2024-12-10 05:36:30,0 days 03:25:53.511063
2024-12-10,TURTRO,2024-12-10 13:26:53.026881,2024-12-10 13:27:38,0 days 00:00:44.973119
2024-12-10,BAJMAR,2024-12-10 13:27:14.132975,2024-12-10 13:27:39,0 days 00:00:24.867025
2024-12-10,VIGEDH,2024-12-10 02:53:37.768027,2024-12-10 03:00:40,0 days 00:07:02.231973
2024-12-10,KHANTA,2024-12-10 05:41:58.949470,2024-12-10 05:43:41,0 days 00:01:42.050530
2024-12-10,BRAIRA,2024-12-10 13:08:35.399594,2024-12-10 13:31:55,0 days 00:23:19.600406
2024-12-10,MEHSAA,2024-12-10 05:33:07.329335,2024-12-10 05:49:44,0 days 00:16:36.670665
2024-12-10,FARILA,2024-12-10 05:44:36.710442,2024-12-10 05:50:16,0 days 00:05:39.289558
2024-12-10,RAUDAR,2024-12-10 10:21:06.038693,2024-12-10 13:34:27,0 days 03:13:20.961307
2024-12-10,KARLZA,2024-12-10 07:49:01.718946,2024-12-10 09:13:19,0 days 01:24:17.281054
2024-12-10,RAUDAR,2024-12-10 10:21:06.038693,2024-12-10 13:35:50,0 days 03:14:43.961307
2024-12-10,IMRAKH,2024-12-10 02:19:25.644961,2024-12-10 05:50:22,0 days 03:30:56.355039
2024-12-10,ARSMOH,2024-12-10 05:48:04.093095,2024-12-10 05:50:42,0 days 00:02:37.906905
2024-12-10,HOPKST,2024-12-10 04:04:33.276477,2024-12-10 05:50:49,0 days 01:46:15.723523
2024-12-10,MROZKA,2024-12-10 05:51:21.546897,2024-12-10 05:52:04,0 days 00:00:42.453103
2024-12-10,KAPUMA,2024-12-10 05:49:53.054002,2024-12-10 05:53:06,0 days 00:03:12.945998
2024-12-10,SHAMOH,2024-12-10 05:42:42.917390,2024-12-10 05:53:21,0 days 00:10:38.082610
2024-12-10,ALSHMO,2024-12-10 04:15:31.142779,2024-12-10 05:54:02,0 days 01:38:30.857221
2024-12-10,JAWAMI,2024-12-10 03:16:07.419732,2024-12-10 05:54:12,0 days 02:38:04.580268
2024-12-10,MIRES,2024-12-10 05:29:31.009341,2024-12-10 05:54:15,0 days 00:24:43.990659
2024-12-10,BAHFAI,2024-12-10 05:47:18.626555,2024-12-10 05:54:20,0 days 00:07:01.373445
2024-12-10,CADEMI,2024-12-10 05:43:25.428913,2024-12-10 05:54:29,0 days 00:11:03.571087
2024-12-10,HAKEKH,2024-12-10 05:31:38.961030,2024-12-10 05:54:33,0 days 00:22:54.038970
2024-12-10,KASEMI,2024-12-10 05:42:55.604374,2024-12-10 05:54:37,0 days 00:11:41.395626
2024-12-10,GREERE,2024-12-10 12:49:51.981321,2024-12-10 13:39:53,0 days 00:50:01.018679
2024-12-10,NAHEAI,2024-12-10 05:51:30.271646,2024-12-10 05:54:37,0 days 00:03:06.728354
2024-12-10,ZEMLIL,2024-12-10 05:02:56.971512,2024-12-10 05:54:39,0 days 00:51:42.028488
2024-12-10,AHMIFF,2024-12-10 05:34:19.912396,2024-12-10 05:54:45,0 days 00:20:25.087604
2024-12-10,ARMAKH,2024-12-10 05:37:49.975518,2024-12-10 05:54:57,0 days 00:17:07.024482
2024-12-10,ASADKH,2024-12-10 02:10:36.488937,2024-12-10 05:54:57,0 days 03:44:20.511063
2024-12-10,KHANME,2024-12-10 05:51:21.554019,2024-12-10 05:54:57,0 days 00:03:35.445981
2024-12-10,MUHAAM,2024-12-10 05:48:27.475382,2024-12-10 05:54:57,0 days 00:06:29.524618
2024-12-10,HASSAF,2024-12-10 05:39:50.327415,2024-12-10 05:55:00,0 days 00:15:09.672585
2024-12-10,KHASIR,2024-12-10 04:56:21.380763,2024-12-10 05:55:00,0 days 00:58:38.619237
2024-12-10,ARMAAS,2024-12-10 05:46:15.938390,2024-12-10 05:55:01,0 days 00:08:45.061610
2024-12-10,MUHAKA,2024-12-10 05:34:17.637221,2024-12-10 05:55:01,0 days 00:20:43.362779
2024-12-10,MUHKHA,2024-12-10 05:46:57.309920,2024-12-10 05:55:01,0 days 00:08:03.690080
2024-12-10,NAQVSE,2024-12-10 05:39:10.059164,2024-12-10 05:55:01,0 days 00:15:50.940836
2024-12-10,RACHPA,2024-12-10 05:50:27.537337,2024-12-10 05:55:01,0 days 00:04:33.462663
2024-12-10,SINGBI,2024-12-10 05:52:03.062748,2024-12-10 05:55:01,0 days 00:02:57.937252
2024-12-10,ZIGMIL,2024-12-10 05:48:21.285006,2024-12-10 05:55:01,0 days 00:06:39.714994
2024-12-10,ALISAA,2024-12-10 05:41:15.189132,2024-12-10 05:55:02,0 days 00:13:46.810868
2024-12-10,IMRAZA,2024-12-10 05:52:09.735089,2024-12-10 05:55:02,0 days 00:02:52.264911
2024-12-10,KHANAB,2024-12-10 05:44:06.898658,2024-12-10 05:55:02,0 days 00:10:55.101342
2024-12-10,PERLAL,2024-12-10 05:22:30.190534,2024-12-10 05:55:03,0 days 00:32:32.809466
2024-12-10,RAHMMU,2024-12-10 05:28:42.059726,2024-12-10 05:55:03,0 days 00:26:20.940274
2024-12-10,HUSABB,2024-12-10 05:32:44.066861,2024-12-10 05:55:04,0 days 00:22:19.933139
2024-12-10,ADEABA,2024-12-10 05:49:08.390635,2024-12-10 05:55:05,0 days 00:05:56.609365
2024-12-10,MOHAGU,2024-12-10 05:46:25.070683,2024-12-10 05:55:05,0 days 00:08:39.929317
2024-12-10,RAFIFA,2024-12-10 05:27:42.757958,2024-12-10 05:55:05,0 days 00:27:22.242042
2024-12-10,TUCKJO,2024-12-10 04:05:57.376263,2024-12-10 05:55:05,0 days 01:49:07.623737
2024-12-10,FAROAY,2024-12-10 05:48:30.811527,2024-12-10 05:55:06,0 days 00:06:35.188473
2024-12-10,SADDMU,2024-12-10 00:14:35.536237,2024-12-10 05:55:06,0 days 05:40:30.463763
2024-12-10,GREESE,2024-12-10 13:21:23.213816,2024-12-10 13:42:17,0 days 00:20:53.786184
2024-12-10,WECKMA,2024-12-10 13:42:02.745494,2024-12-10 13:42:50,0 days 00:00:47.254506
2024-12-10,ALTAAJ,2024-12-10 05:50:07.736646,2024-12-10 05:55:07,0 days 00:04:59.263354
2024-12-10,MUHAUS,2024-12-10 05:49:44.270610,2024-12-10 05:55:07,0 days 00:05:22.729390
2024-12-10,SAQIAR,2024-12-10 05:48:31.088288,2024-12-10 05:55:07,0 days 00:06:35.911712
2024-12-10,KHASAA,2024-12-10 05:13:58.496167,2024-12-10 05:55:08,0 days 00:41:09.503833
2024-12-10,KUMATA,2024-12-10 05:20:57.816188,2024-12-10 05:55:08,0 days 00:34:10.183812
2024-12-10,MIKUKR,2024-12-10 04:34:05.438635,2024-12-10 05:55:08,0 days 01:21:02.561365
2024-12-10,OGBAJO,2024-12-10 05:34:36.367002,2024-12-10 05:55:08,0 days 00:20:31.632998
2024-12-10,REZKRI,2024-12-10 05:47:13.474708,2024-12-10 05:55:08,0 days 00:07:54.525292
2024-12-10,RAUDAR,2024-12-10 10:21:06.038693,2024-12-10 13:43:50,0 days 03:22:43.961307
2024-12-10,KHANTA,2024-12-10 03:21:06.346307,2024-12-10 03:25:52,0 days 00:04:45.653693
2024-12-10,AKRAWA,2024-12-10 05:35:40.048516,2024-12-10 05:55:09,0 days 00:19:28.951484
2024-12-10,CHOMJA,2024-12-10 05:48:05.173576,2024-12-10 05:55:09,0 days 00:07:03.826424
2024-12-10,RASIWA,2024-12-10 05:51:39.293089,2024-12-10 05:55:09,0 days 00:03:29.706911
2024-12-10,AZIMAM,2024-12-10 05:39:56.847321,2024-12-10 05:55:10,0 days 00:15:13.152679
2024-12-10,SINSAN,2024-12-10 05:53:26.572704,2024-12-10 05:55:10,0 days 00:01:43.427296
2024-12-10,HASEHA,2024-12-10 05:27:33.289296,2024-12-10 05:55:11,0 days 00:27:37.710704
2024-12-10,MEHMAS,2024-12-10 05:50:45.057436,2024-12-10 05:55:11,0 days 00:04:25.942564
2024-12-10,MRKVMI,2024-12-10 05:46:43.175292,2024-12-10 05:55:12,0 days 00:08:28.824708
2024-12-10,MUSAQI,2024-12-10 05:48:19.231032,2024-12-10 05:55:12,0 days 00:06:52.768968
2024-12-10,SHAHMO,2024-12-10 05:48:30.461847,2024-12-10 05:55:12,0 days 00:06:41.538153
2024-12-10,LABADA,2024-12-10 13:39:19.313626,2024-12-10 13:44:44,0 days 00:05:24.686374
2024-12-10,DIRDRO,2024-12-10 05:45:55.269837,2024-12-10 05:55:13,0 days 00:09:17.730163
2024-12-10,MAKUED,2024-12-10 05:48:00.922105,2024-12-10 05:55:13,0 days 00:07:12.077895
2024-12-10,MADHIQ,2024-12-10 05:41:27.535764,2024-12-10 05:55:14,0 days 00:13:46.464236
2024-12-10,TKACTO,2024-12-10 05:48:37.891167,2024-12-10 05:55:14,0 days 00:06:36.108833
2024-12-10,AZAMUM,2024-12-10 05:19:34.707870,2024-12-10 05:55:15,0 days 00:35:40.292130
2024-12-10,BALOPE,2024-12-10 05:46:45.652560,2024-12-10 05:55:15,0 days 00:08:29.347440
2024-12-10,DEHGFA,2024-12-10 05:45:56.305505,2024-12-10 05:55:15,0 days 00:09:18.694495
2024-12-10,PARMSA,2024-12-10 05:49:11.052750,2024-12-10 05:55:15,0 days 00:06:03.947250
2024-12-10,HOTAHA,2024-12-10 05:34:53.200443,2024-12-10 05:55:16,0 days 00:20:22.799557
2024-12-10,TYSOGR,2024-12-10 05:48:44.473421,2024-12-10 05:55:16,0 days 00:06:31.526579
2024-12-10,SLACLU,2024-12-10 13:45:59.421387,2024-12-10 13:46:37,0 days 00:00:37.578613
2024-12-10,KUMANK,2024-12-10 13:47:27.946223,2024-12-10 13:47:37,0 days 00:00:09.053777
2024-12-10,COMPKA,2024-12-10 05:13:33.423031,2024-12-10 05:55:17,0 days 00:41:43.576969
2024-12-10,DAANHU,2024-12-10 05:42:14.717793,2024-12-10 05:55:17,0 days 00:13:02.282207
2024-12-10,EJAZAH,2024-12-10 05:52:05.127922,2024-12-10 05:55:17,0 days 00:03:11.872078
2024-12-10,HAQFAS,2024-12-10 05:45:50.312338,2024-12-10 05:55:17,0 days 00:09:26.687662
2024-12-10,DHINPU,2024-12-10 05:22:14.040622,2024-12-10 05:55:19,0 days 00:33:04.959378
2024-12-10,REHFAI,2024-12-10 05:23:33.700015,2024-12-10 05:55:19,0 days 00:31:45.299985
2024-12-10,SIRANA,2024-12-10 05:39:57.930793,2024-12-10 05:55:19,0 days 00:15:21.069207
2024-12-10,ROJOSA,2024-12-10 05:39:24.037438,2024-12-10 05:55:21,0 days 00:15:56.962562
2024-12-10,GULEES,2024-12-10 05:41:51.098148,2024-12-10 05:55:23,0 days 00:13:31.901852
2024-12-10,MCCOMI,2024-12-10 05:51:01.559619,2024-12-10 05:55:23,0 days 00:04:21.440381
2024-12-10,BAIDDI,2024-12-10 13:43:20.469951,2024-12-10 13:48:11,0 days 00:04:50.530049
2024-12-10,HASSIQ,2024-12-10 13:38:39.747459,2024-12-10 13:48:53,0 days 00:10:13.252541
2024-12-10,WAITCH,2024-12-10 13:18:14.728413,2024-12-10 13:49:14,0 days 00:30:59.271587
2024-12-10,AMALIK,2024-12-10 13:46:59.942350,2024-12-10 13:49:22,0 days 00:02:22.057650
2024-12-10,VASCOA,2024-12-10 13:45:36.566120,2024-12-10 13:49:29,0 days 00:03:52.433880
2024-12-10,MDTAUD,2024-12-10 13:48:28.314980,2024-12-10 13:49:46,0 days 00:01:17.685020
2024-12-10,MUHADI,2024-12-10 05:47:48.071155,2024-12-10 05:55:23,0 days 00:07:34.928845
2024-12-10,SHEADA,2024-12-10 05:39:02.156924,2024-12-10 05:55:24,0 days 00:16:21.843076
2024-12-10,ADEMAD,2024-12-10 05:51:13.583958,2024-12-10 05:55:26,0 days 00:04:12.416042
2024-12-10,SHAHAR,2024-12-10 05:48:05.022041,2024-12-10 05:55:26,0 days 00:07:20.977959
2024-12-10,KHAADI,2024-12-10 05:34:03.508175,2024-12-10 05:55:27,0 days 00:21:23.491825
2024-12-10,MUSTAD,2024-12-10 05:20:35.467094,2024-12-10 05:55:27,0 days 00:34:51.532906
2024-12-10,KOHIDA,2024-12-10 05:36:02.105036,2024-12-10 05:55:31,0 days 00:19:28.894964
2024-12-10,STEFCO,2024-12-10 05:51:35.925142,2024-12-10 05:55:34,0 days 00:03:58.074858
2024-12-10,SAADMU,2024-12-10 05:25:53.230746,2024-12-10 05:55:38,0 days 00:29:44.769254
2024-12-10,MUSHAH,2024-12-10 05:44:00.628061,2024-12-10 05:55:39,0 days 00:11:38.371939
2024-12-10,JAGEAD,2024-12-10 00:05:10.543324,2024-12-10 05:55:41,0 days 05:50:30.456676
2024-12-10,JOSEJO,2024-12-10 05:55:23.409612,2024-12-10 05:55:41,0 days 00:00:17.590388
2024-12-10,RAJEJA,2024-12-10 05:42:31.913622,2024-12-10 05:55:41,0 days 00:13:09.086378
2024-12-10,GURNTY,2024-12-10 05:45:48.715075,2024-12-10 05:55:44,0 days 00:09:55.284925
2024-12-10,MASHHU,2024-12-10 02:07:52.816855,2024-12-10 05:55:49,0 days 03:47:56.183145
2024-12-10,BAJMAR,2024-12-10 13:35:13.543805,2024-12-10 13:50:10,0 days 00:14:56.456195
2024-12-10,MAHMZA,2024-12-10 13:47:10.508987,2024-12-10 13:50:23,0 days 00:03:12.491013
2024-12-10,MARYYA,2024-12-10 13:47:38.459254,2024-12-10 13:50:29,0 days 00:02:50.540746
2024-12-10,ASADKH,2024-12-10 00:54:14.453294,2024-12-10 01:01:00,0 days 00:06:45.546706
2024-12-10,ASADKH,2024-12-10 00:54:14.453294,2024-12-10 01:01:29,0 days 00:07:14.546706
2024-12-10,AZIMIB,2024-12-10 05:16:16.051938,2024-12-10 05:55:50,0 days 00:39:33.948062
2024-12-10,SADIMU,2024-12-10 05:31:42.908903,2024-12-10 05:55:50,0 days 00:24:07.091097
2024-12-10,JONEAD,2024-12-10 05:49:58.193662,2024-12-10 05:55:52,0 days 00:05:53.806338
2024-12-10,KANWSO,2024-12-10 05:16:36.958295,2024-12-10 05:55:54,0 days 00:39:17.041705
2024-12-10,JAVEAH,2024-12-10 04:09:10.022499,2024-12-10 05:55:58,0 days 01:46:47.977501
2024-12-10,POPADE,2024-12-10 05:50:33.038443,2024-12-10 05:56:04,0 days 00:05:30.961557
2024-12-10,EJITIG,2024-12-10 05:52:33.447920,2024-12-10 05:56:09,0 days 00:03:35.552080
2024-12-10,RAJAME,2024-12-10 05:24:47.548955,2024-12-10 05:56:15,0 days 00:31:27.451045
2024-12-10,GLODPR,2024-12-10 05:48:01.645223,2024-12-10 05:56:17,0 days 00:08:15.354777
2024-12-10,FLORAL,2024-12-10 13:49:19.023971,2024-12-10 13:50:45,0 days 00:01:25.976029
2024-12-10,KALPMI,2024-12-10 13:48:36.781960,2024-12-10 13:50:48,0 days 00:02:11.218040
2024-12-10,ATIQMU,2024-12-10 13:48:31.989029,2024-12-10 13:51:01,0 days 00:02:29.010971
2024-12-10,KHANRA,2024-12-10 12:44:27.442962,2024-12-10 13:51:01,0 days 01:06:33.557038
2024-12-10,RIASTA,2024-12-10 13:50:50.562649,2024-12-10 13:51:01,0 days 00:00:10.437351
2024-12-10,AAMIKH,2024-12-10 13:18:46.808624,2024-12-10 13:51:02,0 days 00:32:15.191376
2024-12-10,DINISL,2024-12-10 13:50:22.785870,2024-12-10 13:51:09,0 days 00:00:46.214130
2024-12-10,ABDUBA,2024-12-10 13:38:11.266739,2024-12-10 13:51:12,0 days 00:13:00.733261
2024-12-10,GEERGH,2024-12-10 05:48:56.214656,2024-12-10 05:56:21,0 days 00:07:24.785344
2024-12-10,SHUKRA,2024-12-10 05:50:01.062496,2024-12-10 05:56:24,0 days 00:06:22.937504
2024-12-10,NAWAWA,2024-12-10 05:55:40.218030,2024-12-10 05:56:35,0 days 00:00:54.781970
2024-12-10,MUHAQA,2024-12-10 05:49:44.900320,2024-12-10 05:56:42,0 days 00:06:57.099680
2024-12-10,KAURSI,2024-12-10 05:28:13.055454,2024-12-10 05:56:48,0 days 00:28:34.944546
2024-12-10,SIDHSU,2024-12-10 05:56:43.955507,2024-12-10 05:56:55,0 days 00:00:11.044493
2024-12-10,ALLISH,2024-12-10 05:52:36.219435,2024-12-10 05:56:57,0 days 00:04:20.780565
2024-12-10,KHARAI,2024-12-10 13:21:18.185971,2024-12-10 13:51:19,0 days 00:30:00.814029
2024-12-10,QADERO,2024-12-10 13:50:23.302607,2024-12-10 13:51:20,0 days 00:00:56.697393
2024-12-10,RAUDAR,2024-12-10 10:21:06.038693,2024-12-10 13:51:41,0 days 03:30:34.961307
2024-12-10,BUTTAZ,2024-12-10 13:45:06.478784,2024-12-10 13:51:47,0 days 00:06:40.521216
2024-12-10,MAJERA,2024-12-10 12:43:18.558615,2024-12-10 13:51:52,0 days 01:08:33.441385
2024-12-10,KHANTO,2024-12-10 13:50:34.423962,2024-12-10 13:52:00,0 days 00:01:25.576038
2024-12-10,MEHMHA,2024-12-10 09:33:20.083898,2024-12-10 13:52:03,0 days 04:18:42.916102
2024-12-10,ALIRAJ,2024-12-10 05:43:45.563520,2024-12-10 05:56:59,0 days 00:13:13.436480
2024-12-10,KHAJAH,2024-12-10 05:28:38.419151,2024-12-10 05:57:05,0 days 00:28:26.580849
2024-12-10,MOHAHA,2024-12-10 05:52:33.501802,2024-12-10 05:57:17,0 days 00:04:43.498198
2024-12-10,ROJEMA,2024-12-10 05:49:12.764629,2024-12-10 05:57:19,0 days 00:08:06.235371
2024-12-10,SAMANI,2024-12-10 05:54:12.130293,2024-12-10 05:57:35,0 days 00:03:22.869707
2024-12-10,BISMCO,2024-12-10 05:57:28.429590,2024-12-10 05:57:36,0 days 00:00:07.570410
2024-12-10,JABBFA,2024-12-10 05:57:45.683525,2024-12-10 05:57:49,0 days 00:00:03.316475
2024-12-10,ALIMAJ,2024-12-10 05:32:24.627606,2024-12-10 05:57:56,0 days 00:25:31.372394
2024-12-10,FIRTSI,2024-12-10 05:48:51.288030,2024-12-10 05:58:04,0 days 00:09:12.711970
2024-12-10,DARYAB,2024-12-10 10:30:14.603147,2024-12-10 13:52:17,0 days 03:22:02.396853
2024-12-10,IQBAJU,2024-12-10 13:43:27.323294,2024-12-10 13:52:25,0 days 00:08:57.676706
2024-12-10,KIANKH,2024-12-10 08:19:20.394991,2024-12-10 13:52:29,0 days 05:33:08.605009
2024-12-10,SHARHA,2024-12-10 13:51:40.915804,2024-12-10 13:52:30,0 days 00:00:49.084196
2024-12-10,MUHAIJ,2024-12-10 13:45:19.174883,2024-12-10 13:52:40,0 days 00:07:20.825117
2024-12-10,BOMBMI,2024-12-10 13:22:47.730705,2024-12-10 13:52:51,0 days 00:30:03.269295
2024-12-10,RAFITO,2024-12-10 13:48:21.861526,2024-12-10 13:53:02,0 days 00:04:40.138474
2024-12-10,MAHMQA,2024-12-10 12:59:45.847051,2024-12-10 13:53:05,0 days 00:53:19.152949
2024-12-10,HAIDAL,2024-12-10 13:49:48.350701,2024-12-10 13:53:33,0 days 00:03:44.649299
2024-12-10,KHANSU,2024-12-10 13:49:38.253739,2024-12-10 13:53:43,0 days 00:04:04.746261
2024-12-10,MANSUS,2024-12-10 13:35:52.914901,2024-12-10 13:53:44,0 days 00:17:51.085099
2024-12-10,MUHAAB,2024-12-10 13:47:32.698847,2024-12-10 13:54:05,0 days 00:06:32.301153
2024-12-10,PISKJO,2024-12-10 11:58:52.498303,2024-12-10 13:54:10,0 days 01:55:17.501697
2024-12-10,GORSAL,2024-12-10 13:41:36.413644,2024-12-10 13:54:21,0 days 00:12:44.586356
2024-12-10,ZIELKA,2024-12-10 13:48:49.809477,2024-12-10 13:54:24,0 days 00:05:34.190523
2024-12-10,ZEEMUH,2024-12-10 13:50:07.305677,2024-12-10 13:54:32,0 days 00:04:24.694323
2024-12-10,NYATMA,2024-12-10 05:33:13.163944,2024-12-10 05:58:14,0 days 00:25:00.836056
2024-12-10,ALOMSH,2024-12-10 05:32:54.782885,2024-12-10 05:58:43,0 days 00:25:48.217115
2024-12-10,ARMAMO,2024-12-10 05:37:20.901932,2024-12-10 05:59:00,0 days 00:21:39.098068
2024-12-10,OLADSU,2024-12-10 05:55:49.170182,2024-12-10 05:59:10,0 days 00:03:20.829818
2024-12-10,GANGAB,2024-12-10 05:57:49.250474,2024-12-10 05:59:44,0 days 00:01:54.749526
2024-12-10,ABBAWA,2024-12-10 05:56:18.014366,2024-12-10 05:59:57,0 days 00:03:38.985634
2024-12-10,WAQAIQ,2024-12-10 05:51:43.257508,2024-12-10 05:59:57,0 days 00:08:13.742492
2024-12-10,KHAASF,2024-12-10 05:55:41.738588,2024-12-10 06:00:20,0 days 00:04:38.261412
2024-12-10,MOHAIQ,2024-12-10 13:49:47.103045,2024-12-10 13:54:37,0 days 00:04:49.896955
2024-12-10,MUHAIK,2024-12-10 13:50:22.195963,2024-12-10 13:54:41,0 days 00:04:18.804037
2024-12-10,RAZMUH,2024-12-10 13:43:15.860758,2024-12-10 13:54:44,0 days 00:11:28.139242
2024-12-10,BILLMA,2024-12-10 17:52:02.436943,2024-12-10 17:54:30,0 days 00:02:27.563057
2024-12-10,RAFITO,2024-12-10 17:48:15.157989,2024-12-10 17:54:31,0 days 00:06:15.842011
2024-12-10,ZAICOJ,2024-12-10 05:03:54.805859,2024-12-10 06:00:50,0 days 00:56:55.194141
2024-12-10,COLENA,2024-12-10 06:00:50.443110,2024-12-10 06:01:17,0 days 00:00:26.556890
2024-12-10,MCTAJA,2024-12-10 05:21:04.419828,2024-12-10 06:10:03,0 days 00:48:58.580172
2024-12-10,HAMMAL,2024-12-10 20:24:57.932033,2024-12-10 20:25:11,0 days 00:00:13.067967
2024-12-10,KHANTO,2024-12-10 13:50:34.423962,2024-12-10 17:55:11,0 days 04:04:36.576038
2024-12-10,LOVELO,2024-12-10 13:49:09.856390,2024-12-10 17:55:14,0 days 04:06:04.143610
2024-12-10,LAMBJA,2024-12-10 17:56:47.737546,2024-12-10 17:57:07,0 days 00:00:19.262454
2024-12-10,RAZMUH,2024-12-10 17:48:24.822017,2024-12-10 17:58:14,0 days 00:09:49.177983
2024-12-10,JASING,2024-12-10 17:54:14.646757,2024-12-10 17:59:00,0 days 00:04:45.353243
2024-12-10,UMARHA,2024-12-10 17:57:41.987366,2024-12-10 18:00:18,0 days 00:02:36.012634
2024-12-10,HOPKST,2024-12-10 04:04:33.276477,2024-12-10 04:07:02,0 days 00:02:28.723523
